,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
43,2023-05-29 21:29:05+00:00,omo i dey here sha kuda god bless,1,Kuda bank,AEgbobiani,0.0,0.0,Neutral,omo dey sha kuda god bless
45,2023-05-29 21:17:42+00:00,more blessing bro abeg look my side make you bless me for the first time man downplease kuda,2,Kuda bank,waxxy01,0.41666666666666663,0.375,Positive,blessing bro abeg look side bless first time man downplease kuda
46,2023-05-29 21:16:02+00:00,it cost you  to retweet kolawole adam is suffering from severe heart disease and needed your support financially for medical outreach please donate acc kuda bankahmed adamrest in peace colos seyi president tinubu even ndlea n alien skin black monday ojota,184,Kuda bank,Muf_Hussein,0.29583333333333334,-0.10416666666666666,Negative,cost retweet kolawole adam suffering severe heart disease needed support financially medical outreach please donate acc kuda bankahmed adamrest peace colos seyi president tinubu even ndlea n alien skin black monday ojota
47,2023-05-29 21:15:16+00:00,kuda microfinance bank i have been trying for long,0,Kuda bank,Timize27,0.4,-0.05,Negative,kuda microfinance bank trying long
49,2023-05-29 21:14:16+00:00,kuda oluwafemiwould appreciate sir,0,Kuda bank,Lalalakeside,0.0,0.0,Neutral,kuda oluwafemiwould appreciate sir
53,2023-05-29 21:11:13+00:00,kuda meshach daniel thank you sir,0,Kuda bank,Meshack95201846,0.0,0.0,Neutral,kuda meshach daniel thank sir
54,2023-05-29 21:03:02+00:00,kuda bankcongratulations i might be lucky tonight who knows,3,Kuda bank,AdeoyeOladimej5,0.8333333333333334,0.3333333333333333,Positive,kuda bankcongratulations might lucky tonight knows
56,2023-05-29 20:57:39+00:00,kuda micro financeolawale olanipekun bros abeg look my side cus husle start mao make i use am do tfare dis week abeg,0,Kuda bank,MorganSegun,0.0,0.0,Neutral,kuda micro financeolawale olanipekun bros abeg look side cus husle start mao use tfare dis week abeg
57,2023-05-29 20:54:09+00:00,i don tag u many times   kuda,0,Kuda bank,Aoshitta,0.5,0.5,Positive,tag many times kuda
59,2023-05-29 20:45:33+00:00,boss please help me pay my daughter school feeskuda bank,0,Kuda bank,obinnakelly,0.0,0.0,Neutral,boss please help pay daughter school feeskuda bank
61,2023-05-29 20:42:04+00:00,i want pay my daughter school feeskuda bank,0,Kuda bank,obinnakelly,0.0,0.0,Neutral,want pay daughter school feeskuda bank
63,2023-05-29 20:37:07+00:00,kuda bank thanksthem no dey shame for belle,0,Kuda bank,Michaeluche126,0.0,0.0,Neutral,kuda bank thanksthem dey shame belle
64,2023-05-29 20:36:26+00:00,kuda bankthanks my sister,0,Kuda bank,obinnakelly,0.0,0.0,Neutral,kuda bankthanks sister
65,2023-05-29 20:34:10+00:00,abeg na garri me de drink for sch since abeg any amount will go along way even half of the k self kuda,0,Kuda bank,Stagar73,0.16666666666666666,-0.16666666666666666,Negative,abeg garri de drink sch since abeg amount along way even half k self kuda
67,2023-05-29 22:33:18+00:00,you wont like my action in any of your branches tomorrow  working days already elapse without reversal of course your system never reversed any failed transaction  i will send you videos of my anger tomorrow im not letting this go this time,0,FCMB,AdoleNicho,0.20000000000000004,-0.3666666666666667,Negative,wont like action branches tomorrow working days already elapse without reversal course system never reversed failed transaction send videos anger tomorrow letting time
68,2023-05-29 21:29:46+00:00,so wish to be d next  fcmb,0,FCMB,Persiestan,0.0,0.0,Neutral,wish next fcmb
69,2023-05-29 21:29:38+00:00,today maybe my lucky day  fcmb yusuf olatunji yekeen,3,FCMB,olatunji19911,0.8333333333333334,0.3333333333333333,Positive,today maybe lucky day fcmb yusuf olatunji yekeen
70,2023-05-29 21:16:21+00:00,fcmb thank you in advance boss,0,FCMB,IEzzybankz,0.0,0.0,Neutral,fcmb thank advance boss
71,2023-05-29 20:57:25+00:00,emelingife martins afcmb,0,FCMB,emelingife2015,0.0,0.0,Neutral,emelingife martins afcmb
73,2023-05-29 20:35:20+00:00,look my side boss fcmb,0,FCMB,deluxbad03,0.0,0.0,Neutral,look side boss fcmb
74,2023-05-29 20:31:03+00:00,egbe kiniyi wa emi lokanyes am following and it my turnfcmb,0,FCMB,AdemosuHakeem,0.1,0.0,Neutral,egbe kiniyi wa emi lokanyes following turnfcmb
77,2023-05-29 19:32:34+00:00,boss im an obidient id sent my details earlier fcmbjoseph equere please itll go along way thanks,0,FCMB,b_equere,0.35,0.1,Positive,boss obidient id sent details earlier fcmbjoseph equere please itll along way thanks
80,2023-05-29 18:33:30+00:00,show me love too bossi don long for here  fcmb,0,FCMB,AboladeJesuloba,0.5,0.225,Positive,show love bossi long fcmb
81,2023-05-29 18:25:54+00:00,fcmb joseph equere,0,FCMB,b_equere,0.0,0.0,Neutral,fcmb joseph equere
83,2023-05-29 18:07:25+00:00,fcmb abolade olalekanai will be very glad to receive sir no hope for tonight meal ive also been following since month following on instagram also on telegram,0,FCMB,AboladeJesuloba,0.4000000000000001,0.21666666666666667,Positive,fcmb abolade olalekanai glad receive sir hope tonight meal ive also following since month following instagram also telegram
85,2023-05-29 18:02:22+00:00,fcmbotolota favour,0,FCMB,favour9,0.0,0.0,Neutral,fcmbotolota favour
90,2023-05-29 17:13:56+00:00,boss man pls look onto me i have been with you  i dont know what to do to see me too here i pray that im  next  akinsanya abdulwahab opeyemi fcmb,0,FCMB,hibbatullah04,0.0,0.0,Neutral,boss man pls look onto pray next akinsanya abdulwahab opeyemi fcmb
91,2023-05-29 17:11:41+00:00,what will i do for fcmb to reverse my money since th may,0,FCMB,dupsy6,0.0,0.0,Neutral,fcmb reverse money since th may
93,2023-05-29 16:51:16+00:00,very optimistic this administration will favour uscongratulations nigeria  renewed hope is herefcmb,0,FCMB,imabe900,0.3,0.2,Positive,optimistic administration favour uscongratulations nigeria renewed hope herefcmb
95,2023-05-29 16:01:10+00:00,derek obotfcmb,0,FCMB,obot_derek009,0.0,0.0,Neutral,derek obotfcmb
96,2023-05-29 15:50:56+00:00,fcmbi believe in god i will be among the lucky winnersgod bless you sir,1,FCMB,RoyalQueenDora,0.8333333333333334,0.3333333333333333,Positive,fcmbi believe god among lucky winnersgod bless sir
98,2023-05-29 15:29:12+00:00,i need energy  fcmb,1,FCMB,judeskyokolo,0.0,0.0,Neutral,need energy fcmb
99,2023-05-29 15:17:32+00:00,fcmbthank you in advance boss,0,FCMB,IEzzybankz,0.0,0.0,Neutral,fcmbthank advance boss
100,2023-05-29 15:13:25+00:00,boss      fcmb  thank you in advance,4,FCMB,IEzzybankz,0.0,0.0,Neutral,boss fcmb thank advance
102,2023-05-29 15:06:46+00:00,pls how do i go for a new atm card,0,FCMB,P24501971Peter,0.45454545454545453,0.13636363636363635,Positive,pls new atm card
103,2023-05-29 14:54:07+00:00,fcmb is nothing but big fraud and   im working on you the way you hold my money for weeks ready to be drag on the app for weeks,0,FCMB,Dubu_Humanity,0.2236111111111111,0.03333333333333333,Positive,fcmb nothing big fraud working way hold money weeks ready drag app weeks
107,2023-05-29 14:17:53+00:00,pls reverse my failed transaction which i have been writing since february  i have lodged it in the branch sent mails and calls yet nothing,0,FCMB,ifeanyicpc4real,0.3,-0.5,Negative,pls reverse failed transaction writing since february lodged branch sent mails calls yet nothing
108,2023-05-29 14:14:49+00:00,pls fcmb reverse my failed transaction which i have complained severally and still nothing yet have made several calls email me visit to fcmb branch nsk and still nothing yet,0,FCMB,ifeanyicpc4real,0.125,-0.2,Negative,pls fcmb reverse failed transaction complained severally still nothing yet made several calls email visit fcmb branch nsk still nothing yet
110,2023-05-29 13:45:17+00:00,boss i have already joined sir plz notice me sir  show me love sir   i havent been credited before sir show me love   fcmb idemudia kingsley,0,FCMB,GiftKin60929576,0.6,0.5,Positive,boss already joined sir plz notice sir show love sir havent credited sir show love fcmb idemudia kingsley
112,2023-05-29 13:43:53+00:00,boss i have already joined sir plz notice me sir  show me love sir    fcmb  idemudia kingsley,0,FCMB,GiftKin60929576,0.6,0.5,Positive,boss already joined sir plz notice sir show love sir fcmb idemudia kingsley
114,2023-05-29 12:29:42+00:00,boss i have already joined sir plz notice me sir  show me love sir   fcmb idemudia kingsley,0,FCMB,GiftKin60929576,0.6,0.5,Positive,boss already joined sir plz notice sir show love sir fcmb idemudia kingsley
116,2023-05-29 12:00:33+00:00,is so regrettable that since april  i did several transactions and it was declined and yet no reversal has been made  do something about this,0,FCMB,OkoroaforUchen4,0.0,0.0,Neutral,regrettable since april several transactions declined yet reversal made something
117,2023-05-29 11:29:52+00:00,respond to my dm or you are on holiday because since yesterday you have not reply,0,FCMB,Bimbomayowa,0.0,0.0,Neutral,respond dm holiday since yesterday reply
119,2023-05-29 10:54:20+00:00,i sent a complain via inbox and im yet to get a feedback im not close to any fcmb branch kindly respond osibanjo peter gregory obi channels inauguration,0,FCMB,frau_uchekadija,0.9,0.6,Positive,sent complain via inbox yet get feedback close fcmb branch kindly respond osibanjo peter gregory obi channels inauguration
120,2023-05-29 10:51:55+00:00,i recharged my phone line using ussd and up till im yet to get the credit on my phone line nor has the transaction been reversed,0,FCMB,boboearlyman,0.0,0.0,Neutral,recharged phone line using ussd till yet get credit phone line transaction reversed
121,2023-05-29 10:33:12+00:00,the money will do in paying my school fees thanks account number  account name onwubolu promise bank fcmb,0,FCMB,onwubolupromis3,0.2,0.2,Positive,money paying school fees thanks account number account name onwubolu promise bank fcmb
124,2023-05-29 09:56:22+00:00,boss pls sir im one of ur active  fan here im really down just need to get drugs pls sir  so ill  fcmb jack,0,FCMB,dr_jaylar,0.6296296296296297,-0.262962962962963,Negative,boss pls sir ur active fan really need get drugs pls sir ill fcmb jack
127,2023-05-29 09:14:35+00:00,fcmbcongratulations and god bless u as you assist me with paying up my rent k,0,FCMB,mosessax_001,0.0,0.0,Neutral,fcmbcongratulations god bless assist paying rent k
128,2023-05-29 08:40:56+00:00,pls sir to pay for my school fees and also to buy some drugs too pls help  fcmb otomodo ogaga precious,0,FCMB,OgagaPrecious7,1.0,0.5,Positive,pls sir pay school fees also buy drugs pls help fcmb otomodo ogaga precious
129,2023-05-29 08:40:52+00:00,i tire for you oo,0,FCMB,PhilipOyetayo,0.0,0.0,Neutral,tire oo
130,2023-05-29 08:17:41+00:00,help me bro  fcmb jack,0,FCMB,dr_jaylar,0.0,0.0,Neutral,help bro fcmb jack
131,2023-05-29 08:24:46+00:00,boss pls im very down since two day now pls boss i need to get my medication  fcmb ebere,0,FCMB,dr_jaylar,0.3755555555555556,-0.20222222222222228,Negative,boss pls since two day pls boss need get medication fcmb ebere
132,2023-05-29 07:58:20+00:00,pls all i ask is for family feeding just any thing fcmb,0,FCMB,ossysee2,0.0,0.0,Neutral,pls ask family feeding thing fcmb
134,2023-05-29 07:51:13+00:00,am with you on discord  fcmb okorie solomon olisa  nothing is too small,1,FCMB,Olisa2023,0.4,-0.25,Negative,discord fcmb okorie solomon olisa nothing small
136,2023-05-29 07:19:44+00:00,fcmbgod bless you always,0,FCMB,mosessax_001,0.0,0.0,Neutral,fcmbgod bless always
137,2023-05-29 07:18:32+00:00,hello fcmbgod bless d giver,0,FCMB,mosessax_001,0.0,0.0,Neutral,hello fcmbgod bless giver
139,2023-05-29 04:32:16+00:00,ok  fcmb james kingsley  thanks,0,FCMB,KingsleJam81913,0.35,0.35,Positive,ok fcmb james kingsley thanks
142,2023-05-29 03:59:17+00:00,i made a transaction yesterday and its was failed on my mobile app i had to try again and i was debited twice and its never been reversed please look into it for me,0,FCMB,youngkhodedjhi,0.3,-0.5,Negative,made transaction yesterday failed mobile app try debited twice never reversed please look
143,2023-05-29 01:22:08+00:00,be part of history and join us in our quest to raise  million naira to support our food relief program and solve hunger crisis through our food bank for all ages in nigeria we can do it together donate now let hit the target together  fcmbage nigeria,1,FCMB,agenigeriafound,0.0,0.0,Neutral,part history join us quest raise million naira support food relief program solve hunger crisis food bank ages nigeria together donate let hit target together fcmbage nigeria
144,2023-05-29 01:14:00+00:00,we are one of the largest food banks in nigeria amp pioneering food relief for needy nigerians since we call on nigerians home and abroad to support us for us to reach more nigerians in needage nigeria fcmbdonate now,1,FCMB,agenigeriafound,0.5,0.5,Positive,largest food banks nigeria pioneering food relief needy nigerians since call nigerians home abroad support us us reach nigerians needage nigeria fcmbdonate
145,2023-05-29 01:06:04+00:00,millions of nigeria struggle to put food on d tablelet support them with your donation more older persons amd youths go to bed hungry let end this with your supportage nigeria fcmbdonate now,2,FCMB,agenigeriafound,0.41666666666666663,0.3333333333333333,Positive,millions nigeria struggle put food tablelet support donation older persons amd youths bed hungry let end supportage nigeria fcmbdonate
146,2023-05-29 00:59:59+00:00,the hunger crisis in our society is alarming more than  million elders and children have run out of food in the last one year your support will make us tackle this menace donate  end hunger in nigeriaage nigeria fcmb,1,FCMB,agenigeriafound,0.3888888888888889,0.13333333333333333,Positive,hunger crisis society alarming million elders children run food last year support us tackle menace donate end hunger nigeriaage nigeria fcmb
